,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4590,God Gave Me You,Blake Shelton,0w9LJae3sVlZlH2CnxTInF,0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29e-05,0.405,0.543,151.977
4591,Wanted,Hunter Hayes,0p1BcEcYVO3uk4KDf3gzkY,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784
4592,Hello Walls,Faron Young,30umTfxMvL3QBUxgQPaYdp,0.652,0.431,0,-11.456,1,0.0396,0.522,0.000709,0.0909,0.895,119.376
4593,You've Never Been This Far Before - Re-Recorded In Stereo,Conway Twitty,2aqHQzbPcrMl6m37ndVHOQ,0.705,0.397,10,-11.775,1,0.0343,0.679,0.0,0.106,0.684,133.355
4594,Just Got Started Lovin' You,James Otto,4b0XF7CDpJEBAdVHMw7amV,0.705,0.606,7,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001
4595,Don't Blink,Kenny Chesney,6reuJxDtjebwc9FB6rNpp0,0.604,0.605,4,-8.516,1,0.0352,0.115,1.22e-05,0.305,0.647,147.925
4596,Breathe,Faith Hill,3y4LxiYMgDl4RethdzpmNe,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859
4597,"Love, Me",Collin Raye,5cCLKP66G2PJEorzYQVXHR,0.686,0.234,0,-12.646,1,0.0295,0.742,0.0,0.145,0.342,106.581
4598,Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,7nVQ8mo77KaUvhUQzh4vMy,0.363,0.361,9,-14.398,1,0.0499,0.623,0.00119,0.154,0.612,187.711
4599,Big City,Merle Haggard,7MYCBhcWtRSJ7YXTfIHlI8,0.707,0.401,4,-14.222,1,0.0533,0.275,0.000296,0.201,0.602,136.188
4600,Islands In the Stream,Dolly Parton,4dqEzdFAYkj1rjYLVDuTlN,0.595,0.473,8,-9.828,1,0.0347,0.702,0.0,0.0725,0.716,204.016
4601,Blue Ain't Your Color,Keith Urban,6wycnu8FWXsj68ig7BEot9,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45
4602,It's Just a Matter of Time,Randy Travis,4ON9pkEiboV83FUHkeIxGp,0.259,0.59,3,-8.343,1,0.0363,0.472,0.00128,0.135,0.474,201.016
4603,Party Time,T.G. Sheppard,6hlvRaZM1U279W3rVkQ9qY,0.586,0.535,5,-11.517,1,0.0274,0.527,0.0162,0.143,0.759,99.799
4604,Our Song,Taylor Swift,15DeqWWQB4dcEWzJg15VrN,0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011
4605,American Kids,Kenny Chesney,1dgWTMoHwTUnQhOQ8SR5fV,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022
4606,If We Make It Through December,Merle Haggard,4sTlOOWxFx5dR7SZmi7S79,0.741,0.29,0,-14.311,1,0.0381,0.716,6.08e-05,0.276,0.596,95.074
4607,Hello Walls,Faron Young,5Kt4ixCSj65MTblSckJ10V,0.674,0.274,0,-15.15,1,0.0307,0.385,0.00207,0.0763,0.806,108.118
4608,Amazed,Lonestar,6iNcyWk5iUEY7P9zeTc5hm,0.557,0.553,1,-7.954,1,0.0319,0.247,0.0,0.125,0.253,139.821
4609,Why Not Me,The Judds,6BkK5Dsu1kTne7Cn6EyYex,0.732,0.667,10,-9.278,1,0.0278,0.502,4.07e-06,0.0524,0.727,125.6
4610,I Fall To Pieces - Single Version,Patsy Cline,6zFsz86nAj5gcvzyVqNL3k,0.54,0.0568,10,-20.508,1,0.0351,0.917,1.01e-06,0.12,0.506,111.791
4611,It's Your Love,Tim McGraw,7nEdCj0MFbGWOxwjlpPesa,0.474,0.528,7,-8.588,1,0.0276,0.526,0.0,0.109,0.364,144.366
4612,Thinkin' of a Rendezvous - Single Version,Johnny Duncan,4bZkWUNAkyQuB5WS7XdGMj,0.674,0.552,9,-9.904,1,0.04,0.23,0.0,0.274,0.787,127.313
4613,Fightin Side Of Me,Merle Haggard,0CQuh4fFCMG2OMKkixs7iu,0.75,0.451,4,-13.355,1,0.048,0.512,0.0,0.272,0.743,95.483
4614,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,2fDHuS1PTkHBbCWWZF1ph9,0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586
4615,Black Sheep,John Anderson,5EPQbU0wk70Btiu9onZR48,0.596,0.626,7,-12.945,1,0.0634,0.402,0.0,0.0498,0.962,155.556
4616,There Won't Be Anymore,Charlie Rich,3RRKZ8a8SCtiPZ5qdK2Hos,0.547,0.28,5,-14.353,1,0.027,0.932,0.00782,0.188,0.653,103.342
4617,Girl Crush,Little Big Town,11qh54D0PKkBwelpDxxiEU,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788
4618,Somebody Like You,Keith Urban,0b9djfiuDIMw1zKH6gV74g,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02
4619,Act Naturally,Buck Owens,3JWEMzwpcWCvu4Qw1BIbYi,0.552,0.474,7,-6.847,1,0.0275,0.336,0.0,0.173,0.7,92.156
4620,Cruise,Florida Georgia Line,0i5el041vd6nxrGEU8QRxy,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0
4621,Killin' Time,Clint Black,4H2TRR9FjnnIwxGnIt9stO,0.714,0.522,7,-9.773,1,0.0283,0.455,1.02e-05,0.0967,0.69,121.312
4622,My Heart,Ronnie Milsap,5Rl7ck3xLYBNDef6QgAIA4,0.713,0.43,11,-10.432,1,0.0268,0.381,0.00112,0.217,0.475,95.284
4623,Hurricane,Luke Combs,6xHI9KjUjYT0FPtGO8Mxa1,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977
4624,Here You Come Again,Dolly Parton,6H7nDglS6xWpRidbhMwI2L,0.585,0.511,1,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898
4625,Every Which Way but Loose - 2009 Remaster,Eddie Rabbitt,73xcnqBwjnGwAlrfBomLP3,0.598,0.483,7,-7.474,1,0.0292,0.458,7.88e-06,0.36,0.452,130.663
4626,Need You Now,Lady A,11EX5yhxr9Ihl3IN1asrfK,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943
4627,The Good Stuff,Kenny Chesney,1EKiQ1InQXuodp4M1idrng,0.586,0.675,7,-7.819,1,0.0776,0.26,0.0,0.144,0.473,143.92
4628,Hello Darlin',Conway Twitty,4TMP1aRZUsG8C4HChYtfgC,0.354,0.276,0,-14.999,1,0.0295,0.745,1.35e-06,0.11,0.427,82.787
4629,It's Five O'Clock Somewhere,Alan Jackson,5oHHMDcVOmPSFrCgdbHPdb,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202
4630,Lost in the Fifties Tonight (In the Still of the Night),Ronnie Milsap,7bYICZH0hucp3PofTniuEL,0.508,0.302,5,-12.02,1,0.0271,0.573,6.35e-05,0.105,0.154,168.754
4631,Achy Breaky Heart,Billy Ray Cyrus,2EoIt9vdgFRNW03u5IvFsQ,0.8,0.563,9,-10.209,1,0.0303,0.051,0.0,0.0797,0.961,121.808
4632,Before He Cheats,Carrie Underwood,0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905
4633,I've Come To Expect It From You,George Strait,5YF3AYlj9vO5DWiFEYUzb5,0.631,0.547,6,-11.439,1,0.0321,0.274,0.000927,0.105,0.859,153.998
4634,This Is It,Jim Reeves,5XgCk8ikjfTx02rgxNULEy,0.417,0.179,2,-16.966,1,0.0287,0.859,0.156,0.0922,0.431,85.578
4635,Why Don't We Just Dance,Josh Turner,2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834
4636,Behind Closed Doors,Charlie Rich,4NRFiS0pHjTFDjOm1LWTZj,0.472,0.338,2,-11.196,1,0.0273,0.85,0.000221,0.0761,0.522,85.66
4637,Take Your Time,Sam Hunt,6DEaND0SHv3sC11xobZLiy,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031
4638,Pickup Man,Joe Diffie,3QvOV1QYPPre7gjppKyeON,0.709,0.757,7,-7.006,1,0.0408,0.434,0.0,0.336,0.852,140.664
4639,Kiss an Angel Good Mornin',Charley Pride,0alXPC11fIucBFD6qcCE94,0.684,0.498,4,-10.836,1,0.03,0.708,0.0,0.365,0.905,131.855
4640,You Look So Good In Love,George Strait,5BYOLEoFD1fWokKncxz7BQ,0.642,0.233,9,-16.568,1,0.0298,0.435,0.0,0.105,0.333,114.495
4641,When You Say Nothing at All,Keith Whitley,2lCGAGpqgQIolNfpnycIZk,0.673,0.346,3,-12.803,1,0.0245,0.721,4.48e-06,0.0475,0.396,80.012
4642,Have Mercy,The Judds,5toaXJWnmQCnGRh8eOrEwE,0.858,0.66,2,-7.953,1,0.029,0.231,0.0,0.189,0.933,123.299
4643,Don't Let Me Cross Over,Carl Butler,1ZNDtli4TjhuoBnWplaePI,0.59,0.188,7,-12.253,1,0.0302,0.871,0.0,0.0877,0.521,113.907
4644,Burnin' It Down,Jason Aldean,5HJqpDspKDKwQpLjvkcIsD,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939
4645,That's What I Love About Sunday,Craig Morgan,1fmi1hOBtH8xfUiWz4LVtE,0.6,0.56,8,-6.311,1,0.0325,0.479,0.0,0.111,0.417,139.469
4646,Once a Day,Connie Smith,1guPCVBMmglx2m1DM0xOBu,0.502,0.353,6,-9.957,1,0.0317,0.451,0.0,0.0583,0.751,136.746
4647,As Good As I Once Was,Toby Keith,7G6l2FtQyRhQgYgut2I6i8,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075
4648,Convoy,C.W. McCall,6dGWq08LXuIw6T2oUeHECh,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62
4649,All the Gold In California,Larry Gatlin & The Gatlin Brothers,6yLDMogQVRdVmwlh8uw526,0.471,0.445,2,-12.062,1,0.0456,0.631,0.0,0.163,0.452,113.305
4650,Body Like A Back Road,Sam Hunt,7mldq42yDuxiUNn08nvzHO,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938
4651,Cry Myself To Sleep,The Judds,1CKNO5Wge4h8ua5hLH4FGj,0.901,0.354,11,-10.153,0,0.0323,0.377,9.87e-06,0.0752,0.878,115.335
4652,Skip a Rope,Henson Cargill,0wjsGRJaNyhtbrgJRlKWuc,0.686,0.402,4,-16.234,1,0.0563,0.761,0.0272,0.196,0.692,143.495
4653,A Good Hearted Woman,Waylon Jennings,1B3wswoDyVdEbWO9lmEzSk,0.373,0.562,2,-12.841,1,0.0323,0.216,0.103,0.37,0.708,103.109
4654,How Do You Like Me Now?!,Toby Keith,7LimFGKop84KMDutqYaNIF,0.64,0.835,0,-4.806,1,0.0413,0.0726,3.11e-06,0.132,0.704,109.497
4655,I'll Get Over You - Remastered,Crystal Gayle,5cc4xKRM4dHZ6aVYbGKmdc,0.563,0.436,8,-8.661,1,0.0347,0.682,0.0,0.0854,0.451,109.843
4656,Die A Happy Man,Thomas Rhett,5kNe7PE09d6Kvw5pAsx23n,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052
4657,Just To See You Smile,Tim McGraw,2op0kDNARK2VHWHntEeH4g,0.492,0.823,6,-8.526,1,0.0297,0.127,0.0,0.0523,0.702,94.342
4658,Mind Your Own Business,"Hank Williams, Jr.",4raGevWiW8i1gactXulebp,0.568,0.698,9,-4.733,1,0.0436,0.0459,0.0,0.095,0.872,164.371
4659,I Will Always Love You,Dolly Parton,6nRvgo4ySezQKD1D7NIqAu,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724
4660,This Is How We Roll,Florida Georgia Line,2TR7A4ulH9R1PNwMyd8o8U,0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085
4661,Don't Let Our Love Start Slippin' Away,Vince Gill,70TsRbycWfabtevnripyRu,0.739,0.717,3,-9.568,1,0.0308,0.417,0.000918,0.334,0.663,113.234
4662,Chattahoochee,Alan Jackson,59kHPbwyyCApYA8RQQEuXm,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533
4663,Check Yes Or No,George Strait,6iy4PoAuZBMvtrlDX4VxC7,0.708,0.524,5,-12.644,1,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482
4664,Two Dozen Roses,Shenandoah,2s1gKDfyy4wTv5gzZleWUT,0.695,0.502,4,-12.01,1,0.0279,0.327,0.0,0.097,0.543,117.083
4665,Live Like You Were Dying,Tim McGraw,7B1QliUMZv7gSTUGAfMRRD,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929
4666,Rhinestone Cowboy,Glen Campbell,0VwTeYNjcl30DyQlt3GPe0,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193
4667,Is Anybody Goin' to San Antone,Charley Pride,2hbrah0o7ppR1HeQkDvLhj,0.711,0.407,2,-11.142,1,0.0325,0.553,0.0,0.171,0.875,116.626
4668,For the Good Times,Ray Price,4cIGNFaKpoVuJfVvixS0mU,0.352,0.204,3,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,83.342
4669,High Cotton,Alabama,2KEu2z1f7TakR3KY4jGLzl,0.661,0.581,5,-9.67,1,0.032,0.423,0.0,0.11,0.863,91.11
4670,Love's Gonna Live Here,Buck Owens,0svhKL5JfIxASjbmEkxXKV,0.621,0.552,8,-6.986,1,0.0242,0.464,0.00135,0.0735,0.969,92.668
4671,"Love Without End, Amen",George Strait,4pFNWAU8e8F32NQkMyLAZi,0.645,0.442,9,-12.997,1,0.0256,0.397,0.0,0.121,0.554,88.491
4672,"I Like It, I Love It",Tim McGraw,3IvcWWehbBcBR4YZxlGM9R,0.643,0.961,0,-5.298,1,0.0315,0.0196,0.0,0.948,0.96,124.027
4673,Country Girl,Faron Young,7w3YZLWL8l11US6FMMLOGq,0.604,0.441,5,-9.474,1,0.0352,0.791,0.0,0.249,0.795,128.32
4674,STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928
4675,good 4 u,Olivia Rodrigo,6PERP62TejQjgHu81OHxgM,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56
4676,Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026
4677,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,1UkJVfMgamPjhP478ZGEr6,0.786,0.834,8,-4.403,1,0.0477,0.018,0.00791,0.0374,0.796,123.962
4678,Levitating (feat. DaBaby),Dua Lipa,463CkQjx2Zk1yXoBuierM9,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977
4679,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
4680,Take My Breath,The Weeknd,6OGogr19zPTM4BALXuMQpF,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004
4681,Get Up,Rival,4p0NFm5EputEZSv8aMyoud,0.745,0.713,6,-6.668,1,0.0633,0.0237,0.00105,0.215,0.755,109.997
4682,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,27NovPIUIRrOZoCHxABJwK,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995
4683,Don't Be Shy,Tiësto,0bI7K9Becu2dtXK1Q3cZNB,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986
4684,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968
4685,Beggin',The Tech Thieves,2O84FjR4RW4JDBu8FUZwvX,0.665,0.854,0,-5.745,0,0.0404,0.162,1.55e-05,0.196,0.32,126.133
4686,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03
4687,BED,Joel Corry,7jXQUrVhEpXdymfFWNDnQW,0.663,0.783,6,-4.585,1,0.0393,0.0134,0.00179,0.325,0.622,123.986
4688,Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982
4689,Don't Go Yet,Camila Cabello,1058fW9H3fZA6QjYCdOBad,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108
4690,I Will Survive,Besomage,4UIWtvdVgY6nNGPgzbutR7,0.618,0.791,2,-5.365,1,0.14,0.0348,0.0,0.517,0.352,119.857
4691,Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051
4692,Let Me Love You,Arc North,4amaF4PYHAcnIQApYY5tr9,0.544,0.591,5,-6.999,0,0.0536,0.363,0.0,0.183,0.353,94.274
4693,Shivers,Ed Sheeran,6bQfNiqyCX7UaQSvVVGo4I,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02
4694,The Business,Tiësto,6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
4695,MONTERO (Call Me By Your Name),Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818
4696,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111
4697,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,6fRxMU4LWwyaSSowV441IU,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048
4698,Your Love (9PM),ATB,5YaskwnGDZFDRipaqzbwQx,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993
4699,In Da Getto,J Balvin,63aj87TQG6F3RVO5nbG2VQ,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986
4700,A-O-K,Tai Verdes,51PSUD2YHjPyAy3jnkaoy7,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488
4701,Goosebumps - Remix,Travis Scott,5uEYRdEIh9Bo4fpjDd4Na9,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917
4702,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988
4703,Lie To Me,RIELL,7DEmItdXqHDTTDsbuVZbUp,0.452,0.643,1,-7.557,0,0.0587,0.0101,0.0,0.0826,0.145,127.941
4704,Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002
4705,Rasputin,Majestic,0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04
4706,"I am not a woman, I'm a god",Halsey,3XKjZcgNYtvCmBpE1nX7Wn,0.517,0.7,6,-6.568,0,0.0452,0.00375,0.0385,0.0634,0.518,179.986
4707,Written in the Stars,Meric Again,2oeX8gW1sgUDe9z4sFGWNh,0.474,0.837,0,-6.794,1,0.0747,0.00973,0.0,0.132,0.0646,119.775
4708,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
4709,Paradise (feat. Dermot Kennedy),MEDUZA,6ft4hAq6yde8jPZY2i5zLr,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114
4710,Cold Heart - PNAU Remix,Elton John,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032
4711,Dinero,Trinidad Cardona,3ggtU1ZOKO8ZNiqPNyXGcm,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997
4712,All Day And Night,Besomage,1vsyZwMAiQFyPXZDC2F7YD,0.465,0.652,1,-6.726,0,0.165,0.19,0.0,0.126,0.0956,127.703
4713,Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998
4714,Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
4715,By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01
4716,Mood (feat. iann dior),24kGoldn,3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989
4717,Selfish,RIELL,0dAlaheM8gWmeiZOjixXuX,0.751,0.563,1,-8.435,0,0.18,0.205,0.0,0.107,0.131,128.04
4718,Butter,BTS,3VqeTFIvhxu3DIe4eZVzGq,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997
4719,Where Are You Now,Lost Frequencies,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966
4720,My Head & My Heart,Ava Max,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001
4721,Regardless,BRAN,2BDMVCDNOeHPyXjWRTgsie,0.718,0.755,7,-6.394,1,0.0994,0.378,0.00197,0.079,0.3,127.944
4722,Prisoner (feat. Dua Lipa),Miley Cyrus,5JqZ3oqF00jkT81foAFvqg,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99
4723,Pepas,Farruko,5fwSHlTEWpluwOM0Sxnh5k,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
4724,Head & Heart (feat. MNEK),Joel Corry,4wosxLl0mAqhneDzya2MfY,0.732,0.874,8,-3.158,1,0.0662,0.168,1.17e-05,0.0489,0.905,122.961
4725,Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003
4726,Build a Bitch,Bella Poarch,7BoobGhD4x5K96Me0hqC8Q,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931
4727,Chain My Heart,Topic,67lbzVADsqJJ6tyVk0XCgn,0.663,0.849,11,-4.462,0,0.0334,0.0791,1.2e-06,0.192,0.722,123.992
4728,Dynamite,BTS,0v1x6rN6JHRapa03JElljE,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044
4729,We're Good,Dua Lipa,1diS6nkxMQc3wwC4G1j0bh,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01
4730,Heathens,Cadmium,5sJeLiFzdTz8TA7B6KNrtc,0.79,0.586,4,-7.674,0,0.332,0.214,1.61e-05,0.572,0.27,119.916
4731,Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041
4732,You,Regard,2cc8Sw1OnCuA5bV8nqWqpE,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064
4733,Blinding Lights,The Weeknd,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017
4734,Natalie Don't,Besomage,6hrd5CEeqOTDGKxqlIuUY1,0.785,0.803,5,-5.06,1,0.148,0.118,0.0,0.181,0.355,128.056
4735,Faded Love,Leony,0HzHUF33G1dPmd2eNULyfa,0.748,0.748,11,-3.852,1,0.0465,0.374,0.0,0.261,0.393,132.101
4736,Sweet Dreams,Alan Walker,4uDhts78RdwIDjEqPrYVKp,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49e-06,0.159,0.43,125.033
4737,KESI - Remix,Camilo,0IqCoZ168iRc9LqfrYgpZy,0.871,0.815,4,-4.439,1,0.0477,0.127,6.18e-06,0.094,0.823,122.959
4738,Save the World,Arc North,5mRqYeLbJPQpqHGOQGgkca,0.511,0.692,0,-4.782,1,0.044,0.194,0.0,0.178,0.309,139.923
4739,Remember,Becky Hill,4laAKIq9ZxBCwf99rauPYb,0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849
4740,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,3jjBPF4NDMCU51psU8JPpR,0.88,0.662,0,-5.766,1,0.304,0.205,0.0,0.227,0.726,109.988
4741,Drive (feat. Wes Nelson),Clean Bandit,6eCmK3GQyFuTNWCJHsaF9d,0.81,0.571,10,-7.189,0,0.085,0.0624,1.63e-06,0.094,0.771,125.994
4742,Mess Me Up,Johnning,2N75Pw8EVJ2d90YLy8SbLO,0.602,0.594,8,-8.677,1,0.0504,0.304,1.32e-06,0.3,0.629,172.069
4743,New Love (feat. Ellie Goulding),Silk City,3qcse1HvDQ1vGQo6Egtkom,0.786,0.732,7,-6.664,1,0.0421,0.0547,2.47e-06,0.342,0.631,123.982
4744,Sad Boy (feat. Ava Max & Kylie Cantrall),R3HAB,1qRgEKIeSrMcS62Ji4g8VT,0.717,0.692,1,-5.971,0,0.0723,0.0675,0.0,0.088,0.524,102.996
4745,Hold On,Justin Bieber,4u4NyuceXP7Uzh7XFJKCr1,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
4746,Weekend,Mufasa & Hypeman,6G3t9WroSJiK5S66umOfIA,0.761,0.939,11,-3.34,0,0.0729,0.0594,0.00158,0.0843,0.88,119.981
4747,Let Them Know,Mabel,2lw3naleLuf81Si3tuFVak,0.717,0.855,9,-5.646,1,0.094,0.0148,0.0,0.0887,0.86,125.002
4748,All We Got (feat. KIDDO),Robin Schulz,1FP9s72rDYty6mfoOEYKnE,0.504,0.76,4,-4.246,1,0.0426,0.286,0.0,0.151,0.64,183.933
4749,Supalonely,BENEE,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
4750,Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985
4751,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,3iw6V4LH7yPj1ESORX9RIN,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932
